dep;jour;pop;P;cl_age90
2B;2020-05-15;2578;0;90
2B;2020-05-15;182258;0;0
2B;2020-05-16;17751;0;09
2B;2020-05-16;19174;0;19
2B;2020-05-16;19108;0;29
2B;2020-05-16;22967;0;39
2B;2020-05-16;23161;0;49
2B;2020-05-16;24702;1;59
2B;2020-05-16;23822;0;69
2B;2020-05-16;19021;0;79
2B;2020-05-16;9974;0;89
2B;2020-05-16;2578;0;90
2B;2020-05-16;182258;1;0
2B;2020-05-17;17751;0;09
2B;2020-05-17;19174;0;19
2B;2020-05-17;19108;0;29
2B;2020-05-17;22967;0;39
2B;2020-05-17;23161;0;49
2B;2020-05-17;24702;0;59
2B;2020-05-17;23822;0;69
2B;2020-05-17;19021;0;79
2B;2020-05-17;9974;0;89
2B;2020-05-17;2578;0;90
2B;2020-05-17;182258;0;0
2B;2020-05-18;17751;0;09
2B;2020-05-18;19174;1;19
2B;2020-05-18;19108;0;29
2B;2020-05-18;22967;0;39
2B;2020-05-18;23161;1;49
2B;2020-05-18;24702;0;59
2B;2020-05-18;23822;0;69
2B;2020-05-18;19021;0;79
2B;2020-05-18;9974;0;89
2B;2020-05-18;2578;0;90
2B;2020-05-18;182258;2;0
2B;2020-05-19;17751;0;09
2B;2020-05-19;19174;0;19
2B;2020-05-19;19108;0;29
2B;2020-05-19;22967;1;39
2B;2020-05-19;23161;0;49
2B;2020-05-19;24702;0;59
2B;2020-05-19;23822;0;69
2B;2020-05-19;19021;0;79
2B;2020-05-19;9974;0;89
2B;2020-05-19;2578;0;90
2B;2020-05-19;182258;1;0
2B;2020-05-20;17751;0;09
2B;2020-05-20;19174;0;19
2B;2020-05-20;19108;0;29
2B;2020-05-20;22967;1;39
2B;2020-05-20;23161;0;49
2B;2020-05-20;24702;1;59
2B;2020-05-20;23822;0;69
2B;2020-05-20;19021;0;79
2B;2020-05-20;9974;0;89
2B;2020-05-20;2578;0;90
2B;2020-05-20;182258;2;0
2B;2020-05-21;17751;0;09
2B;2020-05-21;19174;0;19
2B;2020-05-21;19108;0;29
2B;2020-05-21;22967;0;39
2B;2020-05-21;23161;0;49
2B;2020-05-21;24702;0;59
2B;2020-05-21;23822;0;69
2B;2020-05-21;19021;0;79
2B;2020-05-21;9974;0;89
2B;2020-05-21;2578;0;90
2B;2020-05-21;182258;0;0
2B;2020-05-22;17751;0;09
2B;2020-05-22;19174;0;19
2B;2020-05-22;19108;0;29
2B;2020-05-22;22967;0;39
2B;2020-05-22;23161;0;49
2B;2020-05-22;24702;0;59
2B;2020-05-22;23822;0;69
2B;2020-05-22;19021;0;79
2B;2020-05-22;9974;0;89
2B;2020-05-22;2578;0;90
2B;2020-05-22;182258;0;0
2B;2020-05-23;17751;0;09
2B;2020-05-23;19174;0;19
2B;2020-05-23;19108;0;29
2B;2020-05-23;22967;0;39
2B;2020-05-23;23161;0;49
2B;2020-05-23;24702;0;59
2B;2020-05-23;23822;0;69
2B;2020-05-23;19021;0;79
2B;2020-05-23;9974;0;89
2B;2020-05-23;2578;0;90
2B;2020-05-23;182258;0;0
2B;2020-05-24;17751;0;09
2B;2020-05-24;19174;0;19
2B;2020-05-24;19108;0;29
2B;2020-05-24;22967;0;39
2B;2020-05-24;23161;0;49
2B;2020-05-24;24702;0;59
2B;2020-05-24;23822;0;69
2B;2020-05-24;19021;0;79
2B;2020-05-24;9974;0;89
2B;2020-05-24;2578;0;90
2B;2020-05-24;182258;0;0
2B;2020-05-25;17751;0;09
2B;2020-05-25;19174;0;19
2B;2020-05-25;19108;0;29
2B;2020-05-25;22967;0;39
2B;2020-05-25;23161;0;49
2B;2020-05-25;24702;0;59
2B;2020-05-25;23822;0;69
2B;2020-05-25;19021;0;79
2B;2020-05-25;9974;0;89
2B;2020-05-25;2578;0;90
2B;2020-05-25;182258;0;0
2B;2020-05-26;17751;0;09
2B;2020-05-26;19174;0;19
2B;2020-05-26;19108;0;29
2B;2020-05-26;22967;0;39
2B;2020-05-26;23161;0;49
2B;2020-05-26;24702;0;59
2B;2020-05-26;23822;0;69
2B;2020-05-26;19021;0;79
2B;2020-05-26;9974;0;89
2B;2020-05-26;2578;0;90
2B;2020-05-26;182258;0;0
2B;2020-05-27;17751;0;09
2B;2020-05-27;19174;0;19
2B;2020-05-27;19108;0;29
2B;2020-05-27;22967;0;39
2B;2020-05-27;23161;0;49
2B;2020-05-27;24702;0;59
2B;2020-05-27;23822;0;69
2B;2020-05-27;19021;0;79
2B;2020-05-27;9974;0;89
2B;2020-05-27;2578;0;90
2B;2020-05-27;182258;0;0
2B;2020-05-28;17751;0;09
2B;2020-05-28;19174;0;19
2B;2020-05-28;19108;0;29
2B;2020-05-28;22967;0;39
2B;2020-05-28;23161;0;49
2B;2020-05-28;24702;0;59
2B;2020-05-28;23822;0;69
2B;2020-05-28;19021;0;79
2B;2020-05-28;9974;0;89
2B;2020-05-28;2578;0;90
2B;2020-05-28;182258;0;0
2B;2020-05-29;17751;0;09
2B;2020-05-29;19174;0;19
2B;2020-05-29;19108;0;29
2B;2020-05-29;22967;0;39
2B;2020-05-29;23161;0;49
2B;2020-05-29;24702;0;59
2B;2020-05-29;23822;0;69
2B;2020-05-29;19021;0;79
2B;2020-05-29;9974;0;89
2B;2020-05-29;2578;0;90
2B;2020-05-29;182258;0;0
2B;2020-05-30;17751;0;09
2B;2020-05-30;19174;0;19
2B;2020-05-30;19108;0;29
2B;2020-05-30;22967;0;39
2B;2020-05-30;23161;0;49
2B;2020-05-30;24702;0;59
2B;2020-05-30;23822;0;69
2B;2020-05-30;19021;0;79
2B;2020-05-30;9974;0;89
2B;2020-05-30;2578;0;90
2B;2020-05-30;182258;0;0
2B;2020-05-31;17751;0;09
2B;2020-05-31;19174;0;19
2B;2020-05-31;19108;0;29
2B;2020-05-31;22967;0;39
2B;2020-05-31;23161;0;49
2B;2020-05-31;24702;0;59
2B;2020-05-31;23822;0;69
2B;2020-05-31;19021;0;79
2B;2020-05-31;9974;0;89
2B;2020-05-31;2578;0;90
2B;2020-05-31;182258;0;0
2B;2020-06-01;17751;0;09
2B;2020-06-01;19174;0;19
2B;2020-06-01;19108;0;29
2B;2020-06-01;22967;0;39
2B;2020-06-01;23161;0;49
2B;2020-06-01;24702;0;59
2B;2020-06-01;23822;0;69
2B;2020-06-01;19021;0;79
2B;2020-06-01;9974;0;89
2B;2020-06-01;2578;0;90
2B;2020-06-01;182258;0;0
2B;2020-06-02;17751;0;09
2B;2020-06-02;19174;0;19
2B;2020-06-02;19108;0;29
2B;2020-06-02;22967;0;39
2B;2020-06-02;23161;0;49
2B;2020-06-02;24702;1;59
2B;2020-06-02;23822;0;69
2B;2020-06-02;19021;0;79
2B;2020-06-02;9974;0;89
2B;2020-06-02;2578;0;90
2B;2020-06-02;182258;1;0
2B;2020-06-03;17751;0;09
2B;2020-06-03;19174;0;19
2B;2020-06-03;19108;0;29
2B;2020-06-03;22967;0;39
2B;2020-06-03;23161;1;49
2B;2020-06-03;24702;0;59
2B;2020-06-03;23822;0;69
2B;2020-06-03;19021;0;79
2B;2020-06-03;9974;0;89
2B;2020-06-03;2578;0;90
2B;2020-06-03;182258;1;0
2B;2020-06-04;17751;0;09
2B;2020-06-04;19174;0;19
2B;2020-06-04;19108;0;29
2B;2020-06-04;22967;0;39
2B;2020-06-04;23161;0;49
2B;2020-06-04;24702;0;59
2B;2020-06-04;23822;0;69
2B;2020-06-04;19021;0;79
2B;2020-06-04;9974;0;89
2B;2020-06-04;2578;0;90
2B;2020-06-04;182258;0;0
2B;2020-06-05;17751;0;09
2B;2020-06-05;19174;0;19
2B;2020-06-05;19108;0;29
2B;2020-06-05;22967;0;39
2B;2020-06-05;23161;0;49
2B;2020-06-05;24702;0;59
2B;2020-06-05;23822;0;69
2B;2020-06-05;19021;0;79
2B;2020-06-05;9974;0;89
2B;2020-06-05;2578;0;90
2B;2020-06-05;182258;0;0
2B;2020-06-06;17751;0;09
2B;2020-06-06;19174;0;19
2B;2020-06-06;19108;0;29
2B;2020-06-06;22967;0;39
2B;2020-06-06;23161;0;49
2B;2020-06-06;24702;0;59
2B;2020-06-06;23822;0;69
2B;2020-06-06;19021;0;79
2B;2020-06-06;9974;0;89
2B;2020-06-06;2578;0;90
2B;2020-06-06;182258;0;0
2B;2020-06-07;17751;0;09
2B;2020-06-07;19174;0;19
2B;2020-06-07;19108;0;29
2B;2020-06-07;22967;0;39
2B;2020-06-07;23161;0;49
2B;2020-06-07;24702;0;59
2B;2020-06-07;23822;0;69
2B;2020-06-07;19021;0;79
2B;2020-06-07;9974;0;89
2B;2020-06-07;2578;0;90
2B;2020-06-07;182258;0;0
2B;2020-06-08;17751;0;09
2B;2020-06-08;19174;0;19
2B;2020-06-08;19108;0;29
2B;2020-06-08;22967;1;39
2B;2020-06-08;23161;0;49
2B;2020-06-08;24702;0;59
2B;2020-06-08;23822;0;69
2B;2020-06-08;19021;0;79
2B;2020-06-08;9974;0;89
2B;2020-06-08;2578;0;90
2B;2020-06-08;182258;1;0
2B;2020-06-09;17751;0;09
2B;2020-06-09;19174;0;19
2B;2020-06-09;19108;0;29
2B;2020-06-09;22967;0;39
2B;2020-06-09;23161;0;49
2B;2020-06-09;24702;0;59
2B;2020-06-09;23822;0;69
2B;2020-06-09;19021;0;79
2B;2020-06-09;9974;0;89
2B;2020-06-09;2578;0;90
2B;2020-06-09;182258;0;0
2B;2020-06-10;17751;0;09
2B;2020-06-10;19174;0;19
2B;2020-06-10;19108;0;29
2B;2020-06-10;22967;0;39
2B;2020-06-10;23161;0;49
2B;2020-06-10;24702;1;59
2B;2020-06-10;23822;0;69
2B;2020-06-10;19021;0;79
2B;2020-06-10;9974;0;89
2B;2020-06-10;2578;0;90
2B;2020-06-10;182258;1;0
2B;2020-06-11;17751;0;09
2B;2020-06-11;19174;0;19
2B;2020-06-11;19108;0;29
2B;2020-06-11;22967;2;39
2B;2020-06-11;23161;1;49
2B;2020-06-11;24702;0;59
2B;2020-06-11;23822;0;69
2B;2020-06-11;19021;0;79
2B;2020-06-11;9974;0;89
2B;2020-06-11;2578;0;90
2B;2020-06-11;182258;3;0
2B;2020-06-12;17751;0;09
2B;2020-06-12;19174;0;19
2B;2020-06-12;19108;0;29
2B;2020-06-12;22967;0;39
2B;2020-06-12;23161;0;49
2B;2020-06-12;24702;0;59
2B;2020-06-12;23822;0;69
2B;2020-06-12;19021;0;79
2B;2020-06-12;9974;0;89
2B;2020-06-12;2578;0;90
2B;2020-06-12;182258;0;0
2B;2020-06-13;17751;0;09
2B;2020-06-13;19174;0;19
2B;2020-06-13;19108;0;29
2B;2020-06-13;22967;0;39
2B;2020-06-13;23161;0;49
2B;2020-06-13;24702;0;59
2B;2020-06-13;23822;0;69
2B;2020-06-13;19021;0;79
2B;2020-06-13;9974;0;89
2B;2020-06-13;2578;0;90
2B;2020-06-13;182258;0;0
2B;2020-06-14;17751;0;09
2B;2020-06-14;19174;0;19
2B;2020-06-14;19108;0;29
2B;2020-06-14;22967;0;39
2B;2020-06-14;23161;0;49
2B;2020-06-14;24702;0;59
2B;2020-06-14;23822;0;69
2B;2020-06-14;19021;0;79
2B;2020-06-14;9974;0;89
2B;2020-06-14;2578;0;90
2B;2020-06-14;182258;0;0
2B;2020-06-15;17751;0;09
2B;2020-06-15;19174;0;19
2B;2020-06-15;19108;0;29
2B;2020-06-15;22967;0;39
2B;2020-06-15;23161;0;49
2B;2020-06-15;24702;0;59
2B;2020-06-15;23822;0;69
2B;2020-06-15;19021;0;79
2B;2020-06-15;9974;0;89
2B;2020-06-15;2578;0;90
2B;2020-06-15;182258;0;0
2B;2020-06-16;17751;0;09
2B;2020-06-16;19174;0;19
2B;2020-06-16;19108;0;29
2B;2020-06-16;22967;0;39
2B;2020-06-16;23161;0;49
2B;2020-06-16;24702;0;59
2B;2020-06-16;23822;0;69
2B;2020-06-16;19021;0;79
2B;2020-06-16;9974;0;89
2B;2020-06-16;2578;0;90
2B;2020-06-16;182258;0;0
2B;2020-06-17;17751;0;09
2B;2020-06-17;19174;0;19
2B;2020-06-17;19108;0;29
2B;2020-06-17;22967;0;39
2B;2020-06-17;23161;1;49
2B;2020-06-17;24702;0;59
2B;2020-06-17;23822;0;69
2B;2020-06-17;19021;0;79
2B;2020-06-17;9974;0;89
2B;2020-06-17;2578;0;90
2B;2020-06-17;182258;1;0
2B;2020-06-18;17751;0;09
2B;2020-06-18;19174;0;19
2B;2020-06-18;19108;0;29
2B;2020-06-18;22967;0;39
2B;2020-06-18;23161;0;49
2B;2020-06-18;24702;0;59
2B;2020-06-18;23822;0;69
2B;2020-06-18;19021;0;79
2B;2020-06-18;9974;0;89
2B;2020-06-18;2578;0;90
2B;2020-06-18;182258;0;0
2B;2020-06-19;17751;0;09
2B;2020-06-19;19174;0;19
2B;2020-06-19;19108;0;29
2B;2020-06-19;22967;0;39
2B;2020-06-19;23161;0;49
2B;2020-06-19;24702;0;59
2B;2020-06-19;23822;0;69
2B;2020-06-19;19021;0;79
2B;2020-06-19;9974;0;89
2B;2020-06-19;2578;0;90
2B;2020-06-19;182258;0;0
2B;2020-06-20;17751;0;09
2B;2020-06-20;19174;0;19
2B;2020-06-20;19108;0;29
2B;2020-06-20;22967;0;39
2B;2020-06-20;23161;0;49
2B;2020-06-20;24702;0;59
2B;2020-06-20;23822;0;69
2B;2020-06-20;19021;0;79
2B;2020-06-20;9974;0;89
2B;2020-06-20;2578;0;90
2B;2020-06-20;182258;0;0
2B;2020-06-21;17751;0;09
2B;2020-06-21;19174;0;19
2B;2020-06-21;19108;0;29
2B;2020-06-21;22967;0;39
2B;2020-06-21;23161;0;49
2B;2020-06-21;24702;0;59
2B;2020-06-21;23822;0;69
2B;2020-06-21;19021;0;79
2B;2020-06-21;9974;0;89
2B;2020-06-21;2578;0;90
2B;2020-06-21;182258;0;0
2B;2020-06-22;17751;0;09
2B;2020-06-22;19174;0;19
2B;2020-06-22;19108;0;29
2B;2020-06-22;22967;0;39
2B;2020-06-22;23161;0;49
2B;2020-06-22;24702;0;59
2B;2020-06-22;23822;0;69
2B;2020-06-22;19021;0;79
2B;2020-06-22;9974;0;89
2B;2020-06-22;2578;0;90
2B;2020-06-22;182258;0;0
2B;2020-06-23;17751;0;09
2B;2020-06-23;19174;0;19
2B;2020-06-23;19108;1;29
2B;2020-06-23;22967;0;39
2B;2020-06-23;23161;0;49
2B;2020-06-23;24702;0;59
2B;2020-06-23;23822;0;69
2B;2020-06-23;19021;0;79
2B;2020-06-23;9974;0;89
2B;2020-06-23;2578;0;90
2B;2020-06-23;182258;1;0
2B;2020-06-24;17751;0;09
2B;2020-06-24;19174;0;19
2B;2020-06-24;19108;0;29
2B;2020-06-24;22967;0;39
2B;2020-06-24;23161;0;49
2B;2020-06-24;24702;0;59
2B;2020-06-24;23822;0;69
2B;2020-06-24;19021;0;79
2B;2020-06-24;9974;0;89
2B;2020-06-24;2578;0;90
2B;2020-06-24;182258;0;0
2B;2020-06-25;17751;0;09
2B;2020-06-25;19174;0;19
2B;2020-06-25;19108;0;29
2B;2020-06-25;22967;0;39
2B;2020-06-25;23161;0;49
2B;2020-06-25;24702;0;59
2B;2020-06-25;23822;0;69
2B;2020-06-25;19021;0;79
2B;2020-06-25;9974;0;89
2B;2020-06-25;2578;0;90
2B;2020-06-25;182258;0;0
2B;2020-06-26;17751;0;09
2B;2020-06-26;19174;0;19
2B;2020-06-26;19108;0;29
2B;2020-06-26;22967;0;39
2B;2020-06-26;23161;0;49
2B;2020-06-26;24702;0;59
2B;2020-06-26;23822;0;69
2B;2020-06-26;19021;0;79
2B;2020-06-26;9974;0;89
2B;2020-06-26;2578;0;90
2B;2020-06-26;182258;0;0
2B;2020-06-27;17751;0;09
2B;2020-06-27;19174;0;19
2B;2020-06-27;19108;0;29
2B;2020-06-27;22967;0;39
2B;2020-06-27;23161;0;49
2B;2020-06-27;24702;0;59
2B;2020-06-27;23822;0;69
2B;2020-06-27;19021;0;79
2B;2020-06-27;9974;0;89
2B;2020-06-27;2578;0;90
2B;2020-06-27;182258;0;0
2B;2020-06-28;17751;0;09
2B;2020-06-28;19174;0;19
2B;2020-06-28;19108;0;29
2B;2020-06-28;22967;0;39
2B;2020-06-28;23161;0;49
2B;2020-06-28;24702;0;59
2B;2020-06-28;23822;0;69
2B;2020-06-28;19021;0;79
2B;2020-06-28;9974;0;89
2B;2020-06-28;2578;0;90
2B;2020-06-28;182258;0;0
2B;2020-06-29;17751;0;09
2B;2020-06-29;19174;0;19
2B;2020-06-29;19108;0;29
2B;2020-06-29;22967;0;39
2B;2020-06-29;23161;0;49
2B;2020-06-29;24702;0;59
2B;2020-06-29;23822;0;69
2B;2020-06-29;19021;0;79
2B;2020-06-29;9974;0;89
2B;2020-06-29;2578;0;90
2B;2020-06-29;182258;0;0
2B;2020-06-30;17751;0;09
2B;2020-06-30;19174;0;19
2B;2020-06-30;19108;0;29
2B;2020-06-30;22967;0;39
2B;2020-06-30;23161;0;49
2B;2020-06-30;24702;0;59
2B;2020-06-30;23822;0;69
2B;2020-06-30;19021;0;79
2B;2020-06-30;9974;0;89
2B;2020-06-30;2578;0;90
2B;2020-06-30;182258;0;0
2B;2020-07-01;17751;0;09
2B;2020-07-01;19174;0;19
2B;2020-07-01;19108;0;29
2B;2020-07-01;22967;0;39
2B;2020-07-01;23161;0;49
2B;2020-07-01;24702;0;59
2B;2020-07-01;23822;0;69
2B;2020-07-01;19021;0;79
2B;2020-07-01;9974;0;89
2B;2020-07-01;2578;0;90
2B;2020-07-01;182258;0;0
2B;2020-07-02;17751;0;09
2B;2020-07-02;19174;0;19
2B;2020-07-02;19108;0;29
2B;2020-07-02;22967;0;39
2B;2020-07-02;23161;0;49
2B;2020-07-02;24702;0;59
2B;2020-07-02;23822;0;69
2B;2020-07-02;19021;0;79
2B;2020-07-02;9974;0;89
2B;2020-07-02;2578;0;90
2B;2020-07-02;182258;0;0
2B;2020-07-03;17751;0;09
2B;2020-07-03;19174;0;19
2B;2020-07-03;19108;0;29
2B;2020-07-03;22967;0;39
2B;2020-07-03;23161;0;49
2B;2020-07-03;24702;0;59
2B;2020-07-03;23822;0;69
2B;2020-07-03;19021;0;79
2B;2020-07-03;9974;0;89
2B;2020-07-03;2578;0;90
2B;2020-07-03;182258;0;0
2B;2020-07-04;17751;0;09
2B;2020-07-04;19174;0;19
2B;2020-07-04;19108;0;29
2B;2020-07-04;22967;0;39
2B;2020-07-04;23161;0;49
2B;2020-07-04;24702;0;59
2B;2020-07-04;23822;0;69
2B;2020-07-04;19021;0;79
2B;2020-07-04;9974;0;89
2B;2020-07-04;2578;0;90
2B;2020-07-04;182258;0;0
2B;2020-07-05;17751;0;09
2B;2020-07-05;19174;0;19
2B;2020-07-05;19108;0;29
2B;2020-07-05;22967;0;39
2B;2020-07-05;23161;0;49
2B;2020-07-05;24702;0;59
2B;2020-07-05;23822;0;69
2B;2020-07-05;19021;0;79
2B;2020-07-05;9974;0;89
2B;2020-07-05;2578;0;90
2B;2020-07-05;182258;0;0
2B;2020-07-06;17751;0;09
2B;2020-07-06;19174;0;19
2B;2020-07-06;19108;0;29
2B;2020-07-06;22967;0;39
2B;2020-07-06;23161;0;49
2B;2020-07-06;24702;0;59
2B;2020-07-06;23822;0;69
2B;2020-07-06;19021;0;79
2B;2020-07-06;9974;0;89
2B;2020-07-06;2578;0;90
2B;2020-07-06;182258;0;0
2B;2020-07-07;17751;0;09
2B;2020-07-07;19174;0;19
2B;2020-07-07;19108;0;29
2B;2020-07-07;22967;0;39
2B;2020-07-07;23161;0;49
2B;2020-07-07;24702;0;59
2B;2020-07-07;23822;0;69
2B;2020-07-07;19021;0;79
2B;2020-07-07;9974;0;89
2B;2020-07-07;2578;0;90
2B;2020-07-07;182258;0;0
2B;2020-07-08;17751;0;09
2B;2020-07-08;19174;0;19
2B;2020-07-08;19108;2;29
2B;2020-07-08;22967;0;39
2B;2020-07-08;23161;0;49
2B;2020-07-08;24702;0;59
2B;2020-07-08;23822;0;69
2B;2020-07-08;19021;0;79
2B;2020-07-08;9974;0;89
2B;2020-07-08;2578;0;90
2B;2020-07-08;182258;2;0
2B;2020-07-09;17751;0;09
2B;2020-07-09;19174;0;19
2B;2020-07-09;19108;0;29
2B;2020-07-09;22967;0;39
2B;2020-07-09;23161;0;49
2B;2020-07-09;24702;1;59
2B;2020-07-09;23822;0;69
2B;2020-07-09;19021;0;79
2B;2020-07-09;9974;0;89
2B;2020-07-09;2578;0;90
2B;2020-07-09;182258;1;0
2B;2020-07-10;17751;0;09
2B;2020-07-10;19174;0;19
2B;2020-07-10;19108;0;29
2B;2020-07-10;22967;0;39
2B;2020-07-10;23161;0;49
2B;2020-07-10;24702;0;59
2B;2020-07-10;23822;0;69
2B;2020-07-10;19021;0;79
2B;2020-07-10;9974;0;89
2B;2020-07-10;2578;0;90
2B;2020-07-10;182258;0;0
2B;2020-07-11;17751;0;09
2B;2020-07-11;19174;0;19
2B;2020-07-11;19108;0;29
2B;2020-07-11;22967;0;39
2B;2020-07-11;23161;0;49
2B;2020-07-11;24702;0;59
2B;2020-07-11;23822;0;69
2B;2020-07-11;19021;0;79
2B;2020-07-11;9974;0;89
2B;2020-07-11;2578;0;90
2B;2020-07-11;182258;0;0
2B;2020-07-12;17751;0;09
2B;2020-07-12;19174;0;19
2B;2020-07-12;19108;0;29
2B;2020-07-12;22967;0;39
2B;2020-07-12;23161;0;49
2B;2020-07-12;24702;0;59
2B;2020-07-12;23822;0;69
2B;2020-07-12;19021;0;79
2B;2020-07-12;9974;0;89
2B;2020-07-12;2578;0;90
2B;2020-07-12;182258;0;0
2B;2020-07-13;17751;0;09
2B;2020-07-13;19174;0;19
2B;2020-07-13;19108;0;29
2B;2020-07-13;22967;0;39
2B;2020-07-13;23161;1;49
2B;2020-07-13;24702;0;59
2B;2020-07-13;23822;0;69
2B;2020-07-13;19021;1;79
2B;2020-07-13;9974;0;89
2B;2020-07-13;2578;0;90
2B;2020-07-13;182258;2;0
2B;2020-07-14;17751;0;09
2B;2020-07-14;19174;0;19
2B;2020-07-14;19108;0;29
2B;2020-07-14;22967;1;39
2B;2020-07-14;23161;1;49
2B;2020-07-14;24702;0;59
2B;2020-07-14;23822;0;69
2B;2020-07-14;19021;0;79
2B;2020-07-14;9974;0;89
2B;2020-07-14;2578;0;90
2B;2020-07-14;182258;2;0
2B;2020-07-15;17751;0;09
2B;2020-07-15;19174;1;19
2B;2020-07-15;19108;0;29
2B;2020-07-15;22967;1;39
2B;2020-07-15;23161;0;49
2B;2020-07-15;24702;1;59
2B;2020-07-15;23822;0;69
2B;2020-07-15;19021;0;79
2B;2020-07-15;9974;0;89
2B;2020-07-15;2578;0;90
2B;2020-07-15;182258;3;0
2B;2020-07-16;17751;0;09
2B;2020-07-16;19174;0;19
2B;2020-07-16;19108;0;29
2B;2020-07-16;22967;1;39
2B;2020-07-16;23161;0;49
2B;2020-07-16;24702;1;59
2B;2020-07-16;23822;0;69
2B;2020-07-16;19021;0;79
2B;2020-07-16;9974;0;89
2B;2020-07-16;2578;0;90
2B;2020-07-16;182258;2;0
2B;2020-07-17;17751;0;09
2B;2020-07-17;19174;0;19
2B;2020-07-17;19108;1;29
2B;2020-07-17;22967;0;39
2B;2020-07-17;23161;0;49
2B;2020-07-17;24702;0;59
2B;2020-07-17;23822;0;69
2B;2020-07-17;19021;0;79
2B;2020-07-17;9974;0;89
2B;2020-07-17;2578;0;90
2B;2020-07-17;182258;1;0
2B;2020-07-18;17751;0;09
2B;2020-07-18;19174;0;19
2B;2020-07-18;19108;0;29
2B;2020-07-18;22967;0;39
2B;2020-07-18;23161;0;49
2B;2020-07-18;24702;0;59
2B;2020-07-18;23822;0;69
2B;2020-07-18;19021;0;79
2B;2020-07-18;9974;0;89
2B;2020-07-18;2578;0;90
2B;2020-07-18;182258;0;0
2B;2020-07-19;17751;0;09
2B;2020-07-19;19174;0;19
2B;2020-07-19;19108;0;29
2B;2020-07-19;22967;0;39
2B;2020-07-19;23161;0;49
2B;2020-07-19;24702;0;59
2B;2020-07-19;23822;0;69
2B;2020-07-19;19021;0;79
2B;2020-07-19;9974;0;89
2B;2020-07-19;2578;0;90
2B;2020-07-19;182258;0;0
2B;2020-07-20;17751;0;09
2B;2020-07-20;19174;0;19
2B;2020-07-20;19108;0;29
2B;2020-07-20;22967;0;39
2B;2020-07-20;23161;0;49
2B;2020-07-20;24702;0;59
2B;2020-07-20;23822;0;69
2B;2020-07-20;19021;0;79
2B;2020-07-20;9974;0;89
2B;2020-07-20;2578;0;90
2B;2020-07-20;182258;0;0
2B;2020-07-21;17751;0;09
2B;2020-07-21;19174;0;19
2B;2020-07-21;19108;0;29
2B;2020-07-21;22967;0;39
2B;2020-07-21;23161;0;49
2B;2020-07-21;24702;0;59
2B;2020-07-21;23822;1;69
2B;2020-07-21;19021;0;79
2B;2020-07-21;9974;0;89
2B;2020-07-21;2578;0;90
2B;2020-07-21;182258;1;0
2B;2020-07-22;17751;0;09
2B;2020-07-22;19174;0;19
2B;2020-07-22;19108;0;29
2B;2020-07-22;22967;0;39
2B;2020-07-22;23161;1;49
2B;2020-07-22;24702;0;59
2B;2020-07-22;23822;0;69
2B;2020-07-22;19021;0;79
2B;2020-07-22;9974;0;89
2B;2020-07-22;2578;0;90
2B;2020-07-22;182258;1;0
2B;2020-07-23;17751;0;09
2B;2020-07-23;19174;0;19
2B;2020-07-23;19108;0;29
2B;2020-07-23;22967;0;39
2B;2020-07-23;23161;0;49
2B;2020-07-23;24702;0;59
2B;2020-07-23;23822;0;69
2B;2020-07-23;19021;0;79
2B;2020-07-23;9974;0;89
2B;2020-07-23;2578;0;90
2B;2020-07-23;182258;0;0
2B;2020-07-24;17751;0;09
2B;2020-07-24;19174;0;19
2B;2020-07-24;19108;0;29
2B;2020-07-24;22967;0;39
2B;2020-07-24;23161;0;49
2B;2020-07-24;24702;0;59
2B;2020-07-24;23822;0;69
2B;2020-07-24;19021;0;79
2B;2020-07-24;9974;0;89
2B;2020-07-24;2578;0;90
2B;2020-07-24;182258;0;0
2B;2020-07-25;17751;0;09
2B;2020-07-25;19174;0;19
2B;2020-07-25;19108;0;29
2B;2020-07-25;22967;0;39
2B;2020-07-25;23161;0;49
2B;2020-07-25;24702;0;59
2B;2020-07-25;23822;0;69
2B;2020-07-25;19021;0;79
2B;2020-07-25;9974;0;89
2B;2020-07-25;2578;0;90
2B;2020-07-25;182258;0;0
2B;2020-07-26;17751;0;09
2B;2020-07-26;19174;0;19
2B;2020-07-26;19108;0;29
2B;2020-07-26;22967;0;39
2B;2020-07-26;23161;0;49
2B;2020-07-26;24702;0;59
2B;2020-07-26;23822;0;69
2B;2020-07-26;19021;0;79
2B;2020-07-26;9974;0;89
2B;2020-07-26;2578;0;90
2B;2020-07-26;182258;0;0
2B;2020-07-27;17751;0;09
2B;2020-07-27;19174;0;19
2B;2020-07-27;19108;0;29
2B;2020-07-27;22967;0;39
2B;2020-07-27;23161;0;49
2B;2020-07-27;24702;0;59
2B;2020-07-27;23822;0;69
2B;2020-07-27;19021;1;79
2B;2020-07-27;9974;0;89
2B;2020-07-27;2578;0;90
2B;2020-07-27;182258;1;0
2B;2020-07-28;17751;0;09
2B;2020-07-28;19174;0;19
2B;2020-07-28;19108;0;29
2B;2020-07-28;22967;0;39
2B;2020-07-28;23161;1;49
2B;2020-07-28;24702;0;59
2B;2020-07-28;23822;0;69
2B;2020-07-28;19021;0;79
2B;2020-07-28;9974;0;89
2B;2020-07-28;2578;0;90
2B;2020-07-28;182258;1;0
2B;2020-07-29;17751;0;09
2B;2020-07-29;19174;1;19
2B;2020-07-29;19108;0;29
2B;2020-07-29;22967;0;39
2B;2020-07-29;23161;0;49
2B;2020-07-29;24702;0;59
