dep;jour;pop;P;cl_age90
61;2020-05-19;27454;0;09
61;2020-05-19;32376;0;19
61;2020-05-19;23921;2;29
61;2020-05-19;27860;0;39
61;2020-05-19;32672;2;49
61;2020-05-19;38069;0;59
61;2020-05-19;40286;0;69
61;2020-05-19;29441;0;79
61;2020-05-19;19119;1;89
61;2020-05-19;5705;1;90
61;2020-05-19;276903;6;0
61;2020-05-20;27454;0;09
61;2020-05-20;32376;0;19
61;2020-05-20;23921;0;29
61;2020-05-20;27860;2;39
61;2020-05-20;32672;0;49
61;2020-05-20;38069;1;59
61;2020-05-20;40286;2;69
61;2020-05-20;29441;0;79
61;2020-05-20;19119;0;89
61;2020-05-20;5705;1;90
61;2020-05-20;276903;6;0
61;2020-05-21;27454;0;09
61;2020-05-21;32376;0;19
61;2020-05-21;23921;1;29
61;2020-05-21;27860;0;39
61;2020-05-21;32672;0;49
61;2020-05-21;38069;0;59
61;2020-05-21;40286;0;69
61;2020-05-21;29441;0;79
61;2020-05-21;19119;1;89
61;2020-05-21;5705;1;90
61;2020-05-21;276903;3;0
61;2020-05-22;27454;0;09
61;2020-05-22;32376;0;19
61;2020-05-22;23921;0;29
61;2020-05-22;27860;0;39
61;2020-05-22;32672;0;49
61;2020-05-22;38069;0;59
61;2020-05-22;40286;1;69
61;2020-05-22;29441;1;79
61;2020-05-22;19119;3;89
61;2020-05-22;5705;0;90
61;2020-05-22;276903;5;0
61;2020-05-23;27454;0;09
61;2020-05-23;32376;0;19
61;2020-05-23;23921;0;29
61;2020-05-23;27860;0;39
61;2020-05-23;32672;1;49
61;2020-05-23;38069;0;59
61;2020-05-23;40286;0;69
61;2020-05-23;29441;0;79
61;2020-05-23;19119;0;89
61;2020-05-23;5705;0;90
61;2020-05-23;276903;1;0
61;2020-05-24;27454;0;09
61;2020-05-24;32376;0;19
61;2020-05-24;23921;0;29
61;2020-05-24;27860;0;39
61;2020-05-24;32672;0;49
61;2020-05-24;38069;0;59
61;2020-05-24;40286;0;69
61;2020-05-24;29441;0;79
61;2020-05-24;19119;0;89
61;2020-05-24;5705;0;90
61;2020-05-24;276903;0;0
61;2020-05-25;27454;0;09
61;2020-05-25;32376;0;19
61;2020-05-25;23921;0;29
61;2020-05-25;27860;0;39
61;2020-05-25;32672;0;49
61;2020-05-25;38069;0;59
61;2020-05-25;40286;0;69
61;2020-05-25;29441;0;79
61;2020-05-25;19119;1;89
61;2020-05-25;5705;0;90
61;2020-05-25;276903;1;0
61;2020-05-26;27454;1;09
61;2020-05-26;32376;0;19
61;2020-05-26;23921;0;29
61;2020-05-26;27860;0;39
61;2020-05-26;32672;0;49
61;2020-05-26;38069;1;59
61;2020-05-26;40286;1;69
61;2020-05-26;29441;0;79
61;2020-05-26;19119;1;89
61;2020-05-26;5705;1;90
61;2020-05-26;276903;5;0
61;2020-05-27;27454;0;09
61;2020-05-27;32376;0;19
61;2020-05-27;23921;0;29
61;2020-05-27;27860;0;39
61;2020-05-27;32672;0;49
61;2020-05-27;38069;0;59
61;2020-05-27;40286;1;69
61;2020-05-27;29441;0;79
61;2020-05-27;19119;0;89
61;2020-05-27;5705;1;90
61;2020-05-27;276903;2;0
61;2020-05-28;27454;0;09
61;2020-05-28;32376;0;19
61;2020-05-28;23921;0;29
61;2020-05-28;27860;0;39
61;2020-05-28;32672;0;49
61;2020-05-28;38069;0;59
61;2020-05-28;40286;0;69
61;2020-05-28;29441;0;79
61;2020-05-28;19119;1;89
61;2020-05-28;5705;0;90
61;2020-05-28;276903;1;0
61;2020-05-29;27454;0;09
61;2020-05-29;32376;1;19
61;2020-05-29;23921;0;29
61;2020-05-29;27860;0;39
61;2020-05-29;32672;0;49
61;2020-05-29;38069;0;59
61;2020-05-29;40286;0;69
61;2020-05-29;29441;0;79
61;2020-05-29;19119;1;89
61;2020-05-29;5705;0;90
61;2020-05-29;276903;2;0
61;2020-05-30;27454;0;09
61;2020-05-30;32376;0;19
61;2020-05-30;23921;0;29
61;2020-05-30;27860;0;39
61;2020-05-30;32672;0;49
61;2020-05-30;38069;0;59
61;2020-05-30;40286;0;69
61;2020-05-30;29441;0;79
61;2020-05-30;19119;0;89
61;2020-05-30;5705;0;90
61;2020-05-30;276903;0;0
61;2020-05-31;27454;0;09
61;2020-05-31;32376;0;19
61;2020-05-31;23921;1;29
61;2020-05-31;27860;0;39
61;2020-05-31;32672;0;49
61;2020-05-31;38069;0;59
61;2020-05-31;40286;0;69
61;2020-05-31;29441;0;79
61;2020-05-31;19119;0;89
61;2020-05-31;5705;0;90
61;2020-05-31;276903;1;0
61;2020-06-01;27454;0;09
61;2020-06-01;32376;0;19
61;2020-06-01;23921;1;29
61;2020-06-01;27860;0;39
61;2020-06-01;32672;0;49
61;2020-06-01;38069;0;59
61;2020-06-01;40286;0;69
61;2020-06-01;29441;0;79
61;2020-06-01;19119;1;89
61;2020-06-01;5705;1;90
61;2020-06-01;276903;3;0
61;2020-06-02;27454;0;09
61;2020-06-02;32376;0;19
61;2020-06-02;23921;0;29
61;2020-06-02;27860;0;39
61;2020-06-02;32672;1;49
61;2020-06-02;38069;1;59
61;2020-06-02;40286;0;69
61;2020-06-02;29441;0;79
61;2020-06-02;19119;0;89
61;2020-06-02;5705;0;90
61;2020-06-02;276903;2;0
61;2020-06-03;27454;0;09
61;2020-06-03;32376;0;19
61;2020-06-03;23921;0;29
61;2020-06-03;27860;0;39
61;2020-06-03;32672;0;49
61;2020-06-03;38069;0;59
61;2020-06-03;40286;0;69
61;2020-06-03;29441;0;79
61;2020-06-03;19119;0;89
61;2020-06-03;5705;0;90
61;2020-06-03;276903;0;0
61;2020-06-04;27454;0;09
61;2020-06-04;32376;0;19
61;2020-06-04;23921;0;29
61;2020-06-04;27860;0;39
61;2020-06-04;32672;0;49
61;2020-06-04;38069;0;59
61;2020-06-04;40286;0;69
61;2020-06-04;29441;0;79
61;2020-06-04;19119;2;89
61;2020-06-04;5705;0;90
61;2020-06-04;276903;2;0
61;2020-06-05;27454;0;09
61;2020-06-05;32376;0;19
61;2020-06-05;23921;0;29
61;2020-06-05;27860;0;39
61;2020-06-05;32672;0;49
61;2020-06-05;38069;0;59
61;2020-06-05;40286;0;69
61;2020-06-05;29441;0;79
61;2020-06-05;19119;0;89
61;2020-06-05;5705;0;90
61;2020-06-05;276903;0;0
61;2020-06-06;27454;0;09
61;2020-06-06;32376;0;19
61;2020-06-06;23921;1;29
61;2020-06-06;27860;1;39
61;2020-06-06;32672;0;49
61;2020-06-06;38069;0;59
61;2020-06-06;40286;0;69
61;2020-06-06;29441;0;79
61;2020-06-06;19119;0;89
61;2020-06-06;5705;0;90
61;2020-06-06;276903;2;0
61;2020-06-07;27454;0;09
61;2020-06-07;32376;0;19
61;2020-06-07;23921;0;29
61;2020-06-07;27860;0;39
61;2020-06-07;32672;0;49
61;2020-06-07;38069;0;59
61;2020-06-07;40286;0;69
61;2020-06-07;29441;0;79
61;2020-06-07;19119;0;89
61;2020-06-07;5705;0;90
61;2020-06-07;276903;0;0
61;2020-06-08;27454;0;09
61;2020-06-08;32376;1;19
61;2020-06-08;23921;0;29
61;2020-06-08;27860;1;39
61;2020-06-08;32672;0;49
61;2020-06-08;38069;0;59
61;2020-06-08;40286;0;69
61;2020-06-08;29441;0;79
61;2020-06-08;19119;0;89
61;2020-06-08;5705;0;90
61;2020-06-08;276903;2;0
61;2020-06-09;27454;0;09
61;2020-06-09;32376;0;19
61;2020-06-09;23921;0;29
61;2020-06-09;27860;0;39
61;2020-06-09;32672;1;49
61;2020-06-09;38069;0;59
61;2020-06-09;40286;1;69
61;2020-06-09;29441;0;79
61;2020-06-09;19119;0;89
61;2020-06-09;5705;0;90
61;2020-06-09;276903;2;0
61;2020-06-10;27454;0;09
61;2020-06-10;32376;0;19
61;2020-06-10;23921;0;29
61;2020-06-10;27860;0;39
61;2020-06-10;32672;0;49
61;2020-06-10;38069;0;59
61;2020-06-10;40286;0;69
61;2020-06-10;29441;0;79
61;2020-06-10;19119;0;89
61;2020-06-10;5705;0;90
61;2020-06-10;276903;0;0
61;2020-06-11;27454;0;09
61;2020-06-11;32376;0;19
61;2020-06-11;23921;0;29
61;2020-06-11;27860;0;39
61;2020-06-11;32672;0;49
61;2020-06-11;38069;0;59
61;2020-06-11;40286;0;69
61;2020-06-11;29441;0;79
61;2020-06-11;19119;1;89
61;2020-06-11;5705;0;90
61;2020-06-11;276903;1;0
61;2020-06-12;27454;0;09
61;2020-06-12;32376;0;19
61;2020-06-12;23921;0;29
61;2020-06-12;27860;0;39
61;2020-06-12;32672;1;49
61;2020-06-12;38069;0;59
61;2020-06-12;40286;0;69
61;2020-06-12;29441;0;79
61;2020-06-12;19119;0;89
61;2020-06-12;5705;0;90
61;2020-06-12;276903;1;0
61;2020-06-13;27454;0;09
61;2020-06-13;32376;0;19
61;2020-06-13;23921;0;29
61;2020-06-13;27860;0;39
61;2020-06-13;32672;0;49
61;2020-06-13;38069;0;59
61;2020-06-13;40286;0;69
61;2020-06-13;29441;0;79
61;2020-06-13;19119;0;89
61;2020-06-13;5705;0;90
61;2020-06-13;276903;0;0
61;2020-06-14;27454;0;09
61;2020-06-14;32376;0;19
61;2020-06-14;23921;0;29
61;2020-06-14;27860;0;39
61;2020-06-14;32672;0;49
61;2020-06-14;38069;0;59
61;2020-06-14;40286;1;69
61;2020-06-14;29441;0;79
61;2020-06-14;19119;0;89
61;2020-06-14;5705;0;90
61;2020-06-14;276903;1;0
61;2020-06-15;27454;0;09
61;2020-06-15;32376;0;19
61;2020-06-15;23921;0;29
61;2020-06-15;27860;0;39
61;2020-06-15;32672;0;49
61;2020-06-15;38069;0;59
61;2020-06-15;40286;0;69
61;2020-06-15;29441;0;79
61;2020-06-15;19119;0;89
61;2020-06-15;5705;0;90
61;2020-06-15;276903;0;0
61;2020-06-16;27454;0;09
61;2020-06-16;32376;0;19
61;2020-06-16;23921;0;29
61;2020-06-16;27860;1;39
61;2020-06-16;32672;2;49
61;2020-06-16;38069;0;59
61;2020-06-16;40286;0;69
61;2020-06-16;29441;0;79
61;2020-06-16;19119;1;89
61;2020-06-16;5705;0;90
61;2020-06-16;276903;4;0
61;2020-06-17;27454;0;09
61;2020-06-17;32376;0;19
61;2020-06-17;23921;0;29
61;2020-06-17;27860;0;39
61;2020-06-17;32672;1;49
61;2020-06-17;38069;0;59
61;2020-06-17;40286;2;69
61;2020-06-17;29441;0;79
61;2020-06-17;19119;0;89
61;2020-06-17;5705;0;90
61;2020-06-17;276903;3;0
61;2020-06-18;27454;0;09
61;2020-06-18;32376;0;19
61;2020-06-18;23921;0;29
61;2020-06-18;27860;0;39
61;2020-06-18;32672;1;49
61;2020-06-18;38069;0;59
61;2020-06-18;40286;1;69
61;2020-06-18;29441;2;79
61;2020-06-18;19119;0;89
61;2020-06-18;5705;1;90
61;2020-06-18;276903;5;0
61;2020-06-19;27454;0;09
61;2020-06-19;32376;0;19
61;2020-06-19;23921;1;29
61;2020-06-19;27860;0;39
61;2020-06-19;32672;1;49
61;2020-06-19;38069;1;59
61;2020-06-19;40286;0;69
61;2020-06-19;29441;0;79
61;2020-06-19;19119;1;89
61;2020-06-19;5705;0;90
61;2020-06-19;276903;4;0
61;2020-06-20;27454;0;09
61;2020-06-20;32376;0;19
61;2020-06-20;23921;0;29
61;2020-06-20;27860;0;39
61;2020-06-20;32672;0;49
61;2020-06-20;38069;0;59
61;2020-06-20;40286;2;69
61;2020-06-20;29441;0;79
61;2020-06-20;19119;0;89
61;2020-06-20;5705;0;90
61;2020-06-20;276903;2;0
61;2020-06-21;27454;0;09
61;2020-06-21;32376;0;19
61;2020-06-21;23921;0;29
61;2020-06-21;27860;0;39
61;2020-06-21;32672;0;49
61;2020-06-21;38069;0;59
61;2020-06-21;40286;0;69
61;2020-06-21;29441;0;79
61;2020-06-21;19119;0;89
61;2020-06-21;5705;0;90
61;2020-06-21;276903;0;0
61;2020-06-22;27454;0;09
61;2020-06-22;32376;0;19
61;2020-06-22;23921;0;29
61;2020-06-22;27860;0;39
61;2020-06-22;32672;0;49
61;2020-06-22;38069;0;59
61;2020-06-22;40286;0;69
61;2020-06-22;29441;0;79
61;2020-06-22;19119;0;89
61;2020-06-22;5705;0;90
61;2020-06-22;276903;0;0
61;2020-06-23;27454;0;09
61;2020-06-23;32376;0;19
61;2020-06-23;23921;1;29
61;2020-06-23;27860;1;39
61;2020-06-23;32672;0;49
61;2020-06-23;38069;0;59
61;2020-06-23;40286;0;69
61;2020-06-23;29441;0;79
61;2020-06-23;19119;0;89
61;2020-06-23;5705;0;90
61;2020-06-23;276903;2;0
61;2020-06-24;27454;0;09
61;2020-06-24;32376;0;19
61;2020-06-24;23921;0;29
61;2020-06-24;27860;0;39
61;2020-06-24;32672;0;49
61;2020-06-24;38069;0;59
61;2020-06-24;40286;0;69
61;2020-06-24;29441;0;79
61;2020-06-24;19119;0;89
61;2020-06-24;5705;0;90
61;2020-06-24;276903;0;0
61;2020-06-25;27454;0;09
61;2020-06-25;32376;1;19
61;2020-06-25;23921;1;29
61;2020-06-25;27860;0;39
61;2020-06-25;32672;0;49
61;2020-06-25;38069;0;59
61;2020-06-25;40286;0;69
61;2020-06-25;29441;0;79
61;2020-06-25;19119;0;89
61;2020-06-25;5705;0;90
61;2020-06-25;276903;2;0
61;2020-06-26;27454;0;09
61;2020-06-26;32376;0;19
61;2020-06-26;23921;0;29
61;2020-06-26;27860;0;39
61;2020-06-26;32672;0;49
61;2020-06-26;38069;0;59
61;2020-06-26;40286;0;69
61;2020-06-26;29441;2;79
61;2020-06-26;19119;0;89
61;2020-06-26;5705;1;90
61;2020-06-26;276903;3;0
61;2020-06-27;27454;0;09
61;2020-06-27;32376;0;19
61;2020-06-27;23921;0;29
61;2020-06-27;27860;0;39
61;2020-06-27;32672;0;49
61;2020-06-27;38069;0;59
61;2020-06-27;40286;0;69
61;2020-06-27;29441;0;79
61;2020-06-27;19119;0;89
61;2020-06-27;5705;0;90
61;2020-06-27;276903;0;0
61;2020-06-28;27454;0;09
61;2020-06-28;32376;0;19
61;2020-06-28;23921;0;29
61;2020-06-28;27860;0;39
61;2020-06-28;32672;0;49
61;2020-06-28;38069;0;59
61;2020-06-28;40286;0;69
61;2020-06-28;29441;0;79
61;2020-06-28;19119;0;89
61;2020-06-28;5705;0;90
61;2020-06-28;276903;0;0
61;2020-06-29;27454;0;09
61;2020-06-29;32376;1;19
61;2020-06-29;23921;0;29
61;2020-06-29;27860;0;39
61;2020-06-29;32672;0;49
61;2020-06-29;38069;0;59
61;2020-06-29;40286;0;69
61;2020-06-29;29441;0;79
61;2020-06-29;19119;0;89
61;2020-06-29;5705;0;90
61;2020-06-29;276903;1;0
61;2020-06-30;27454;0;09
61;2020-06-30;32376;0;19
61;2020-06-30;23921;1;29
61;2020-06-30;27860;0;39
61;2020-06-30;32672;1;49
61;2020-06-30;38069;0;59
61;2020-06-30;40286;0;69
61;2020-06-30;29441;0;79
61;2020-06-30;19119;0;89
61;2020-06-30;5705;0;90
61;2020-06-30;276903;2;0
61;2020-07-01;27454;0;09
61;2020-07-01;32376;0;19
61;2020-07-01;23921;0;29
61;2020-07-01;27860;0;39
61;2020-07-01;32672;0;49
61;2020-07-01;38069;0;59
61;2020-07-01;40286;0;69
61;2020-07-01;29441;1;79
61;2020-07-01;19119;0;89
61;2020-07-01;5705;0;90
61;2020-07-01;276903;1;0
61;2020-07-02;27454;0;09
61;2020-07-02;32376;0;19
61;2020-07-02;23921;0;29
61;2020-07-02;27860;0;39
61;2020-07-02;32672;0;49
61;2020-07-02;38069;0;59
61;2020-07-02;40286;0;69
61;2020-07-02;29441;0;79
61;2020-07-02;19119;0;89
61;2020-07-02;5705;0;90
61;2020-07-02;276903;0;0
61;2020-07-03;27454;0;09
61;2020-07-03;32376;0;19
61;2020-07-03;23921;1;29
61;2020-07-03;27860;0;39
61;2020-07-03;32672;0;49
61;2020-07-03;38069;0;59
61;2020-07-03;40286;2;69
61;2020-07-03;29441;0;79
61;2020-07-03;19119;1;89
61;2020-07-03;5705;0;90
61;2020-07-03;276903;4;0
61;2020-07-04;27454;0;09
61;2020-07-04;32376;0;19
61;2020-07-04;23921;0;29
61;2020-07-04;27860;0;39
61;2020-07-04;32672;0;49
61;2020-07-04;38069;0;59
61;2020-07-04;40286;0;69
61;2020-07-04;29441;1;79
61;2020-07-04;19119;0;89
61;2020-07-04;5705;0;90
61;2020-07-04;276903;1;0
61;2020-07-05;27454;0;09
61;2020-07-05;32376;0;19
61;2020-07-05;23921;0;29
61;2020-07-05;27860;0;39
61;2020-07-05;32672;0;49
61;2020-07-05;38069;0;59
61;2020-07-05;40286;0;69
61;2020-07-05;29441;0;79
61;2020-07-05;19119;0;89
61;2020-07-05;5705;0;90
61;2020-07-05;276903;0;0
61;2020-07-06;27454;0;09
61;2020-07-06;32376;0;19
61;2020-07-06;23921;0;29
61;2020-07-06;27860;0;39
61;2020-07-06;32672;0;49
61;2020-07-06;38069;0;59
61;2020-07-06;40286;0;69
61;2020-07-06;29441;0;79
61;2020-07-06;19119;0;89
61;2020-07-06;5705;0;90
61;2020-07-06;276903;0;0
61;2020-07-07;27454;0;09
61;2020-07-07;32376;1;19
61;2020-07-07;23921;0;29
61;2020-07-07;27860;1;39
61;2020-07-07;32672;0;49
61;2020-07-07;38069;0;59
61;2020-07-07;40286;0;69
61;2020-07-07;29441;0;79
61;2020-07-07;19119;1;89
61;2020-07-07;5705;0;90
61;2020-07-07;276903;3;0
61;2020-07-08;27454;0;09
61;2020-07-08;32376;0;19
61;2020-07-08;23921;2;29
61;2020-07-08;27860;0;39
61;2020-07-08;32672;0;49
61;2020-07-08;38069;0;59
61;2020-07-08;40286;0;69
61;2020-07-08;29441;1;79
61;2020-07-08;19119;0;89
61;2020-07-08;5705;0;90
61;2020-07-08;276903;3;0
61;2020-07-09;27454;0;09
61;2020-07-09;32376;0;19
61;2020-07-09;23921;0;29
61;2020-07-09;27860;0;39
61;2020-07-09;32672;2;49
61;2020-07-09;38069;0;59
61;2020-07-09;40286;0;69
61;2020-07-09;29441;0;79
61;2020-07-09;19119;0;89
61;2020-07-09;5705;0;90
61;2020-07-09;276903;2;0
61;2020-07-10;27454;0;09
61;2020-07-10;32376;0;19
61;2020-07-10;23921;0;29
61;2020-07-10;27860;0;39
61;2020-07-10;32672;0;49
61;2020-07-10;38069;0;59
61;2020-07-10;40286;0;69
61;2020-07-10;29441;0;79
61;2020-07-10;19119;0;89
61;2020-07-10;5705;0;90
61;2020-07-10;276903;0;0
61;2020-07-11;27454;0;09
61;2020-07-11;32376;0;19
61;2020-07-11;23921;1;29
61;2020-07-11;27860;0;39
61;2020-07-11;32672;0;49
61;2020-07-11;38069;0;59
61;2020-07-11;40286;0;69
61;2020-07-11;29441;0;79
61;2020-07-11;19119;0;89
61;2020-07-11;5705;0;90
61;2020-07-11;276903;1;0
61;2020-07-12;27454;0;09
61;2020-07-12;32376;0;19
61;2020-07-12;23921;0;29
61;2020-07-12;27860;0;39
61;2020-07-12;32672;0;49
61;2020-07-12;38069;0;59
61;2020-07-12;40286;0;69
61;2020-07-12;29441;0;79
61;2020-07-12;19119;0;89
61;2020-07-12;5705;0;90
61;2020-07-12;276903;0;0
61;2020-07-13;27454;0;09
61;2020-07-13;32376;0;19
61;2020-07-13;23921;0;29
61;2020-07-13;27860;0;39
61;2020-07-13;32672;0;49
61;2020-07-13;38069;0;59
61;2020-07-13;40286;0;69
61;2020-07-13;29441;0;79
61;2020-07-13;19119;0;89
61;2020-07-13;5705;0;90
61;2020-07-13;276903;0;0
61;2020-07-14;27454;0;09
61;2020-07-14;32376;0;19
61;2020-07-14;23921;0;29
61;2020-07-14;27860;0;39
61;2020-07-14;32672;0;49
61;2020-07-14;38069;0;59
61;2020-07-14;40286;0;69
61;2020-07-14;29441;0;79
61;2020-07-14;19119;0;89
61;2020-07-14;5705;0;90
61;2020-07-14;276903;0;0
61;2020-07-15;27454;0;09
61;2020-07-15;32376;0;19
61;2020-07-15;23921;0;29
61;2020-07-15;27860;0;39
61;2020-07-15;32672;0;49
61;2020-07-15;38069;0;59
61;2020-07-15;40286;0;69
61;2020-07-15;29441;0;79
61;2020-07-15;19119;1;89
61;2020-07-15;5705;1;90
61;2020-07-15;276903;2;0
61;2020-07-16;27454;0;09
61;2020-07-16;32376;0;19
61;2020-07-16;23921;0;29
61;2020-07-16;27860;1;39
61;2020-07-16;32672;0;49
61;2020-07-16;38069;0;59
61;2020-07-16;40286;2;69
61;2020-07-16;29441;0;79
61;2020-07-16;19119;0;89
61;2020-07-16;5705;0;90
61;2020-07-16;276903;3;0
61;2020-07-17;27454;1;09
61;2020-07-17;32376;0;19
61;2020-07-17;23921;0;29
61;2020-07-17;27860;0;39
61;2020-07-17;32672;0;49
61;2020-07-17;38069;0;59
61;2020-07-17;40286;0;69
61;2020-07-17;29441;1;79
61;2020-07-17;19119;1;89
61;2020-07-17;5705;0;90
61;2020-07-17;276903;3;0
61;2020-07-18;27454;0;09
61;2020-07-18;32376;0;19
61;2020-07-18;23921;0;29
61;2020-07-18;27860;0;39
61;2020-07-18;32672;0;49
61;2020-07-18;38069;0;59
61;2020-07-18;40286;0;69
61;2020-07-18;29441;0;79
61;2020-07-18;19119;0;89
61;2020-07-18;5705;0;90
61;2020-07-18;276903;0;0
61;2020-07-19;27454;0;09
61;2020-07-19;32376;0;19
61;2020-07-19;23921;0;29
61;2020-07-19;27860;0;39
61;2020-07-19;32672;0;49
61;2020-07-19;38069;0;59
61;2020-07-19;40286;0;69
61;2020-07-19;29441;0;79
61;2020-07-19;19119;0;89
61;2020-07-19;5705;0;90
61;2020-07-19;276903;0;0
61;2020-07-20;27454;0;09
61;2020-07-20;32376;0;19
61;2020-07-20;23921;0;29
61;2020-07-20;27860;0;39
61;2020-07-20;32672;0;49
61;2020-07-20;38069;0;59
61;2020-07-20;40286;0;69
61;2020-07-20;29441;1;79
61;2020-07-20;19119;0;89
61;2020-07-20;5705;0;90
61;2020-07-20;276903;1;0
61;2020-07-21;27454;0;09
61;2020-07-21;32376;0;19
61;2020-07-21;23921;0;29
61;2020-07-21;27860;0;39
61;2020-07-21;32672;1;49
61;2020-07-21;38069;0;59
61;2020-07-21;40286;1;69
61;2020-07-21;29441;0;79
61;2020-07-21;19119;0;89
61;2020-07-21;5705;0;90
61;2020-07-21;276903;2;0
61;2020-07-22;27454;0;09
61;2020-07-22;32376;0;19
61;2020-07-22;23921;0;29
61;2020-07-22;27860;0;39
61;2020-07-22;32672;0;49
61;2020-07-22;38069;1;59
61;2020-07-22;40286;0;69
61;2020-07-22;29441;0;79
61;2020-07-22;19119;0;89
61;2020-07-22;5705;0;90
61;2020-07-22;276903;1;0
61;2020-07-23;27454;0;09
61;2020-07-23;32376;0;19
61;2020-07-23;23921;0;29
61;2020-07-23;27860;0;39
61;2020-07-23;32672;0;49
61;2020-07-23;38069;0;59
61;2020-07-23;40286;0;69
61;2020-07-23;29441;0;79
61;2020-07-23;19119;0;89
61;2020-07-23;5705;0;90
61;2020-07-23;276903;0;0
61;2020-07-24;27454;0;09
61;2020-07-24;32376;0;19
61;2020-07-24;23921;0;29
61;2020-07-24;27860;0;39
61;2020-07-24;32672;0;49
61;2020-07-24;38069;0;59
61;2020-07-24;40286;0;69
61;2020-07-24;29441;0;79
61;2020-07-24;19119;0;89
61;2020-07-24;5705;0;90
61;2020-07-24;276903;0;0
61;2020-07-25;27454;0;09
61;2020-07-25;32376;0;19
61;2020-07-25;23921;0;29
61;2020-07-25;27860;0;39
61;2020-07-25;32672;0;49
61;2020-07-25;38069;0;59
61;2020-07-25;40286;0;69
61;2020-07-25;29441;0;79
61;2020-07-25;19119;0;89
61;2020-07-25;5705;0;90
61;2020-07-25;276903;0;0
61;2020-07-26;27454;0;09
61;2020-07-26;32376;0;19
61;2020-07-26;23921;0;29
61;2020-07-26;27860;0;39
61;2020-07-26;32672;0;49
61;2020-07-26;38069;0;59
61;2020-07-26;40286;0;69
61;2020-07-26;29441;0;79
61;2020-07-26;19119;0;89
61;2020-07-26;5705;0;90
61;2020-07-26;276903;0;0
61;2020-07-27;27454;0;09
61;2020-07-27;32376;0;19
61;2020-07-27;23921;0;29
61;2020-07-27;27860;0;39
61;2020-07-27;32672;0;49
61;2020-07-27;38069;1;59
61;2020-07-27;40286;0;69
61;2020-07-27;29441;0;79
61;2020-07-27;19119;0;89
61;2020-07-27;5705;0;90
61;2020-07-27;276903;1;0
61;2020-07-28;27454;0;09
61;2020-07-28;32376;0;19
61;2020-07-28;23921;0;29
61;2020-07-28;27860;1;39
61;2020-07-28;32672;0;49
61;2020-07-28;38069;0;59
61;2020-07-28;40286;0;69
61;2020-07-28;29441;0;79
61;2020-07-28;19119;0;89
61;2020-07-28;5705;0;90
61;2020-07-28;276903;1;0
61;2020-07-29;27454;0;09
61;2020-07-29;32376;0;19
61;2020-07-29;23921;0;29
61;2020-07-29;27860;0;39
61;2020-07-29;32672;0;49
61;2020-07-29;38069;0;59
61;2020-07-29;40286;0;69
61;2020-07-29;29441;2;79
61;2020-07-29;19119;0;89
61;2020-07-29;5705;0;90
61;2020-07-29;276903;2;0
61;2020-07-30;27454;0;09
61;2020-07-30;32376;0;19
61;2020-07-30;23921;0;29
61;2020-07-30;27860;0;39
61;2020-07-30;32672;0;49
61;2020-07-30;38069;0;59
61;2020-07-30;40286;0;69
61;2020-07-30;29441;0;79
61;2020-07-30;19119;0;89
61;2020-07-30;5705;0;90
61;2020-07-30;276903;0;0
61;2020-07-31;27454;0;09
61;2020-07-31;32376;0;19
61;2020-07-31;23921;1;29
61;2020-07-31;27860;0;39
61;2020-07-31;32672;0;49
61;2020-07-31;38069;1;59
61;2020-07-31;40286;0;69
61;2020-07-31;29441;0;79
61;2020-07-31;19119;0;89
61;2020-07-31;5705;0;90
61;2020-07-31;276903;2;0
61;2020-08-01;27454;0;09
61;2020-08-01;32376;0;19
61;2020-08-01;23921;0;29
61;2020-08-01;27860;0;39
61;2020-08-01;32672;0;49
61;2020-08-01;38069;0;59
61;2020-08-01;40286;0;69
61;2020-08-01;29441;0;79
61;2020-08-01;19119;0;89
61;2020-08-01;5705;0;90
61;2020-08-01;276903;0;0
61;2020-08-02;27454;0;09
61;2020-08-02;32376;0;19
61;2020-08-02;23921;0;29
61;2020-08-02;27860;0;39
61;2020-08-02;32672;0;49
61;2020-08-02;38069;0;59
61;2020-08-02;40286;0;69
61;2020-08-02;29441;0;79
61;2020-08-02;19119;0;89
61;2020-08-02;5705;0;90
61;2020-08-02;276903;0;0
61;2020-08-03;27454;0;09
61;2020-08-03;32376;0;19
61;2020-08-03;23921;1;29
61;2020-08-03;27860;0;39
61;2020-08-03;32672;0;49
61;2020-08-03;38069;0;59
61;2020-08-03;40286;0;69
61;2020-08-03;29441;0;79
61;2020-08-03;19119;0;89
61;2020-08-03;5705;0;90
61;2020-08-03;276903;1;0
61;2020-08-04;27454;0;09
61;2020-08-04;32376;0;19
61;2020-08-04;23921;0;29
61;2020-08-04;27860;0;39
61;2020-08-04;32672;0;49
61;2020-08-04;38069;0;59
61;2020-08-04;40286;0;69
61;2020-08-04;29441;0;79
61;2020-08-04;19119;0;89
61;2020-08-04;5705;0;90
61;2020-08-04;276903;0;0
61;2020-08-05;27454;0;09
61;2020-08-05;32376;0;19
61;2020-08-05;23921;1;29
61;2020-08-05;27860;0;39
61;2020-08-05;32672;1;49
61;2020-08-05;38069;0;59
61;2020-08-05;40286;0;69
61;2020-08-05;29441;1;79
61;2020-08-05;19119;0;89
61;2020-08-05;5705;0;90
61;2020-08-05;276903;3;0
61;2020-08-06;27454;0;09
61;2020-08-06;32376;0;19
61;2020-08-06;23921;0;29
61;2020-08-06;27860;0;39
